0	37.077767	30.275801	15.872189	7.858959
0.6666666666666666	40.312649	32.593354	15.252677	11.641319
1.0	44.75735	33.755954	17.931677	12.957825
1.3333333333333333	49.999281	36.275530	18.474362	15.289403
1.6666666666666665	53.066517	36.470614	20.257154	19.103591
1.9999999999999998	58.132891	35.955787	22.317192	20.567463
2.333333333333333	58.59689	35.990551	25.204522	21.675107
2.6666666666666665	59.496343	35.906966	28.965881	21.868302
3.0	59.060685	36.084846	31.280166	20.847700
3.3333333333333335	58.171812	35.102798	35.478388	17.804274
3.666666666666667	55.649597	35.943942	35.935910	14.605151
4.0	52.878849	37.488681	36.134815	12.123382
4.333333333333333	46.367268	38.523318	33.735436	10.995038
4.666666666666666	42.851908	37.395726	29.382362	9.038473
4.999999999999999	39.522401	37.042640	26.463895	6.672842
5.333333333333332	35.355496	33.474237	22.738132	6.544657
5.666666666666665	33.176894	31.490646	18.337423	5.810699
5.999999999999998	30.135282	28.189447	15.167881	5.311738
6.333333333333331	26.648316	24.568265	12.794818	5.532085
6.666666666666664	24.556585	20.862720	10.488498	6.532532
6.999999999999997	22.981411	18.047259	8.912271	6.758921
7.33333333333333	21.983534	15.644148	7.512892	6.279219
7.666666666666663	20.811459	13.909929	6.813248	6.876919
7.9999999999999964	19.807942	13.022010	7.770444	7.192263
8.33333333333333	19.796915	12.814909	8.504141	6.743068
8.666666666666664	20.85471	12.643865	8.809115	7.953259
8.999999999999998	22.438398	13.622347	11.277035	7.170578
9.333333333333332	23.902422	15.310969	12.962780	8.265034
9.666666666666666	26.289096	16.380887	15.530599	8.712795
10.0	29.151274	20.087003	18.167702	8.620205
10.333333333333334	31.439831	24.129615	20.961036	8.142382
10.666666666666668	34.16608	27.846120	23.807400	6.897163
11.000000000000002	36.991813	30.599225	24.540177	8.254079
11.333333333333336	38.888161	34.459754	27.090599	7.346850
11.66666666666667	40.860428	39.823514	26.154902	7.354197
12.000000000000004	43.186237	42.946806	25.303932	9.324558
12.333333333333337	49.052464	44.689623	24.079008	8.109038
12.666666666666671	49.699432	43.960346	23.578030	12.342815
13.000000000000005	53.524223	44.934843	23.121081	13.551173
13.33333333333334	56.843864	43.448495	21.746201	15.835224
13.666666666666673	56.671165	41.641707	21.533318	16.249770
14.000000000000007	57.541039	39.566625	22.148115	19.148573
14.333333333333341	56.351258	36.405088	22.086747	20.406118
14.666666666666675	54.914171	33.573010	21.168850	20.856282
15.000000000000009	52.523335	32.926752	22.672037	17.646089
15.333333333333343	49.005099	28.240083	24.119824	16.535498
15.666666666666677	44.451895	27.571231	24.971929	13.497341
16.00000000000001	37.886335	25.981547	23.955599	12.857163
16.333333333333343	33.218528	23.582657	22.652129	10.259794
16.666666666666675	29.869135	22.516068	19.739089	6.850936
17.000000000000007	25.630564	20.464440	18.461318	5.962397
17.33333333333334	21.671146	18.809840	15.836566	4.633053
17.66666666666667	20.389323	17.835155	13.289354	2.901002
18.000000000000004	17.658998	17.213523	10.891512	3.467227
18.333333333333336	17.274325	16.527210	9.897886	3.149666
18.666666666666668	16.867799	16.550475	8.599347	3.297185
19.0	17.90185	16.177173	7.909590	3.965975
19.333333333333332	18.923996	16.744644	8.004918	5.309617
19.666666666666664	22.639799	17.252693	8.050687	5.744750
19.999999999999996	24.369685	18.167539	9.393863	8.109489
20.33333333333333	28.394512	19.735200	11.118223	9.129010
20.66666666666666	33.673158	21.364424	12.029923	10.822722
20.999999999999993	36.976938	23.252743	14.771374	12.237504
21.333333333333325	41.031362	24.990445	18.518266	15.192950
21.666666666666657	45.75404	27.649802	21.316451	15.409340
21.99999999999999	48.25	29.311301	26.245784	14.663099
22.33333333333332	51.312724	31.939407	29.998814	15.120685
22.666666666666654	50.455158	36.569752	31.958395	14.236059
22.999999999999986	51.949525	38.613360	37.135576	11.707093
23.333333333333318	51.693085	41.798701	37.314430	12.186387
23.66666666666665	49.180118	44.349205	35.674333	11.010967
23.999999999999982	50.630324	46.386016	33.636536	7.267467
24.333333333333314	49.726568	47.543877	30.480753	7.121002
24.666666666666647	48.060896	46.128253	25.920246	10.149795
24.99999999999998	47.880758	44.632021	23.475851	10.135819
25.33333333333331	47.389995	41.460283	19.792894	9.572500
25.666666666666643	44.590153	38.297600	19.533479	10.340781
25.999999999999975	43.903916	33.324241	15.045412	11.985065
26.333333333333307	41.766868	29.291796	13.734416	12.478759
26.66666666666664	37.998299	25.179567	13.593712	12.312762
26.99999999999997	35.443521	21.388947	12.587057	12.110331
27.333333333333304	31.340581	18.996502	12.801574	10.774885
27.666666666666636	27.795776	15.640456	12.837510	9.586681
27.999999999999968	24.680532	14.631663	12.572929	8.273962
28.3333333333333	21.745744	13.588977	12.608069	6.632455
28.666666666666632	19.720514	12.826764	12.010095	6.348120
28.999999999999964	18.501759	12.783854	12.301325	5.634659
29.333333333333297	17.684523	14.196827	12.619441	4.604372
29.66666666666663	18.347352	15.235637	13.064390	4.206014
29.99999999999996	18.956414	16.759892	12.908343	4.169925
30.333333333333293	20.99597	19.886063	13.705567	4.030775
30.666666666666625	22.955925	21.863351	14.679690	4.118219
30.999999999999957	26.977543	25.969447	14.557092	4.153295
31.33333333333329	30.600021	28.468334	14.942559	5.737695
31.66666666666662	35.544192	31.023311	14.402544	7.995789
31.999999999999954	39.727504	31.757548	16.638881	9.558277
32.333333333333286	44.529183	34.256996	15.348429	13.549511
32.66666666666662	49.066945	34.749657	17.901179	16.075431
32.99999999999996	53.256767	35.429926	18.715636	18.049334
33.33333333333329	55.587784	36.463290	21.386779	19.175625
